ID_LAT_LON_YEAR_WEEK,emission
ID_-0.510_29.290_2022_00,3.971814270141534
ID_-0.510_29.290_2022_01,4.316684312181547
ID_-0.510_29.290_2022_02,4.041007479438558
ID_-0.510_29.290_2022_03,4.083173410883173
ID_-0.510_29.290_2022_04,4.247256192106754
ID_-0.510_29.290_2022_05,4.1617538318727165
ID_-0.510_29.290_2022_06,4.1783919316539535
ID_-0.510_29.290_2022_07,4.247256192106754
ID_-0.510_29.290_2022_08,4.012748118527234
ID_-0.510_29.290_2022_09,4.206305379991419
ID_-0.510_29.290_2022_10,4.269220165439881
ID_-0.510_29.290_2022_11,4.2240387466643
ID_-0.510_29.290_2022_12,4.206305379991419
ID_-0.510_29.290_2022_13,4.269220165439881
ID_-0.510_29.290_2022_14,4.247256192106754
ID_-0.510_29.290_2022_15,4.237776417454705
ID_-0.510_29.290_2022_16,3.916606918375008
ID_-0.510_29.290_2022_17,3.916606918375008
ID_-0.510_29.290_2022_18,3.916606918375008
ID_-0.510_29.290_2022_19,3.916606918375008
ID_-0.510_29.290_2022_20,4.602713445322588
ID_-0.510_29.290_2022_21,4.422753350714221
ID_-0.510_29.290_2022_22,4.602713445322588
ID_-0.510_29.290_2022_23,4.5689139515785495
ID_-0.510_29.290_2022_24,4.468669372738339
ID_-0.510_29.290_2022_25,4.468669372738339
ID_-0.510_29.290_2022_26,4.521273160782642
ID_-0.510_29.290_2022_27,4.602713445322588
ID_-0.510_29.290_2022_28,4.410876896086148
ID_-0.510_29.290_2022_29,4.602713445322588
ID_-0.510_29.290_2022_30,4.291718865033239
ID_-0.510_29.290_2022_31,4.285191516891122
ID_-0.510_29.290_2022_32,4.614078037847764
ID_-0.510_29.290_2022_33,4.329919340287335
ID_-0.510_29.290_2022_34,4.592423836968839
ID_-0.510_29.290_2022_35,4.285191516891122
ID_-0.510_29.290_2022_36,4.506435060226358
ID_-0.510_29.290_2022_37,4.5362617222452535
ID_-0.510_29.290_2022_38,4.2593845212422305
ID_-0.510_29.290_2022_39,4.600271774585359
ID_-0.510_29.290_2022_40,4.145157035085372
ID_-0.510_29.290_2022_41,4.614078037847764
ID_-0.510_29.290_2022_42,4.439641112342477
ID_-0.510_29.290_2022_43,4.407141556575894
ID_-0.510_29.290_2022_44,4.407141556575894
ID_-0.510_29.290_2022_45,4.407141556575894
ID_-0.510_29.290_2022_46,4.351812877264805
ID_-0.510_29.290_2022_47,4.580510135890916
ID_-0.510_29.290_2022_48,4.683614947058261
ID_-0.528_29.472_2022_00,3.971814270141534
ID_-0.528_29.472_2022_01,4.091717967744916
ID_-0.528_29.472_2022_02,3.8421040617022664
ID_-0.528_29.472_2022_03,3.9517985442792996
ID_-0.528_29.472_2022_04,4.0037739367736505
ID_-0.528_29.472_2022_05,3.9517985442792996
ID_-0.528_29.472_2022_06,3.932843051519245
ID_-0.528_29.472_2022_07,4.0037739367736505
ID_-0.528_29.472_2022_08,4.0037739367736505
ID_-0.528_29.472_2022_09,4.269220165439881
ID_-0.528_29.472_2022_10,3.8421040617022664
ID_-0.528_29.472_2022_11,4.0037739367736505
ID_-0.528_29.472_2022_12,4.2752533527622
ID_-0.528_29.472_2022_13,4.0037739367736505
ID_-0.528_29.472_2022_14,4.247256192106754
ID_-0.528_29.472_2022_15,4.269220165439881
ID_-0.528_29.472_2022_16,3.916606918375008
ID_-0.528_29.472_2022_17,4.247256192106754
ID_-0.528_29.472_2022_18,4.237776417454705
ID_-0.528_29.472_2022_19,4.269220165439881
ID_-0.528_29.472_2022_20,4.5689139515785495
ID_-0.528_29.472_2022_21,4.247256192106754
ID_-0.528_29.472_2022_22,4.602713445322588
ID_-0.528_29.472_2022_23,4.5689139515785495
ID_-0.528_29.472_2022_24,4.521273160782642
ID_-0.528_29.472_2022_25,4.468669372738339
ID_-0.528_29.472_2022_26,4.177159848595038
ID_-0.528_29.472_2022_27,3.802669659505598
ID_-0.528_29.472_2022_28,3.802669659505598
ID_-0.528_29.472_2022_29,3.8421040617022664
ID_-0.528_29.472_2022_30,3.9517985442792996
ID_-0.528_29.472_2022_31,4.614078037847764
ID_-0.528_29.472_2022_32,4.201249451006762
ID_-0.528_29.472_2022_33,3.9968295021485534
ID_-0.528_29.472_2022_34,4.5362617222452535
ID_-0.528_29.472_2022_35,4.614078037847764
ID_-0.528_29.472_2022_36,4.574136936422438
ID_-0.528_29.472_2022_37,4.5362617222452535
ID_-0.528_29.472_2022_38,4.614078037847764
ID_-0.528_29.472_2022_39,4.542092082365416
ID_-0.528_29.472_2022_40,4.145157035085372
ID_-0.528_29.472_2022_41,4.614078037847764
ID_-0.528_29.472_2022_42,4.449194273564033
ID_-0.528_29.472_2022_43,4.145157035085372
ID_-0.528_29.472_2022_44,4.407141556575894
ID_-0.528_29.472_2022_45,4.285191516891122
ID_-0.528_29.472_2022_46,4.415467797612771
ID_-0.528_29.472_2022_47,4.151122736265883
ID_-0.528_29.472_2022_48,4.718279959790409
ID_-0.547_29.653_2022_00,0.5917206579387421
ID_-0.547_29.653_2022_01,0.5458321558781899
ID_-0.547_29.653_2022_02,0.5458321558781899
ID_-0.547_29.653_2022_03,0.539319512708229
ID_-0.547_29.653_2022_04,0.545774995484855
ID_-0.547_29.653_2022_05,0.5360575903266436
ID_-0.547_29.653_2022_06,0.5000227103293873
ID_-0.547_29.653_2022_07,0.5609890178214991
ID_-0.547_29.653_2022_08,0.5929076119451784
ID_-0.547_29.653_2022_09,0.5609890178214991
ID_-0.547_29.653_2022_10,0.5614081786735914
ID_-0.547_29.653_2022_11,0.539319512708229
ID_-0.547_29.653_2022_12,0.539319512708229
ID_-0.547_29.653_2022_13,0.6072480022056261
ID_-0.547_29.653_2022_14,0.6072480022056261
ID_-0.547_29.653_2022_15,0.5811659913094481
ID_-0.547_29.653_2022_16,0.5887943684796336
ID_-0.547_29.653_2022_17,0.5917206579387421
ID_-0.547_29.653_2022_18,0.5811659913094481
ID_-0.547_29.653_2022_19,0.5929076119451784
ID_-0.547_29.653_2022_20,0.5917206579387421
ID_-0.547_29.653_2022_21,0.6404490635091206
ID_-0.547_29.653_2022_22,0.49045392219384665
ID_-0.547_29.653_2022_23,0.6728690095988568
ID_-0.547_29.653_2022_24,0.6485793919075513
ID_-0.547_29.653_2022_25,0.642370344181545
ID_-0.547_29.653_2022_26,0.6485793919075513
ID_-0.547_29.653_2022_27,0.6728690095988568
ID_-0.547_29.653_2022_28,0.6270231012507574
ID_-0.547_29.653_2022_29,0.6728690095988568
ID_-0.547_29.653_2022_30,0.6105063751111738
ID_-0.547_29.653_2022_31,0.6575512227094732
ID_-0.547_29.653_2022_32,0.6158322486630641
ID_-0.547_29.653_2022_33,0.6188956308719935
